player_name,normalized_player_name,club_name,normalized_club_name,decade,position,player_id,club_id,club_decade_id,nationality,effective_rating
Stanislav Koval,stanislav koval,Kolos Kovalivka,kolos kovalivka,2020s,Attack - Centre-Forward,737740,48332,48332_kolos_kovalivka_2020s,Ukraine,51.2
Tymur Puzankov,tymur puzankov,Kolos Kovalivka,kolos kovalivka,2020s,Goalkeeper,752862,48332,48332_kolos_kovalivka_2020s,Ukraine,51.2
Dmytro Matsapura,dmytro matsapura,Kolos Kovalivka,kolos kovalivka,2020s,Goalkeeper,775832,48332,48332_kolos_kovalivka_2020s,Ukraine,51.2
Stanislav Morarenko,stanislav morarenko,Kolos Kovalivka,kolos kovalivka,2020s,Midfield - Central Midfield,775905,48332,48332_kolos_kovalivka_2020s,Ukraine,51.2
Yevgen Danylyuk,yevgen danylyuk,Kolos Kovalivka,kolos kovalivka,2020s,Midfield - Right Midfield,964037,48332,48332_kolos_kovalivka_2020s,Ukraine,51.2
Andriy Solovyov,andriy solovyov,Kolos Kovalivka,kolos kovalivka,2020s,Midfield - Central Midfield,967602,48332,48332_kolos_kovalivka_2020s,Ukraine,51.2
Vyacheslav Stavnychyi,vyacheslav stavnychyi,Kolos Kovalivka,kolos kovalivka,2020s,Defender - Centre-Back,1050248,48332,48332_kolos_kovalivka_2020s,Ukraine,51.2
Timur Tuterov,timur tuterov,Kolos Kovalivka,kolos kovalivka,2020s,Attack - Left Winger,1079078,48332,48332_kolos_kovalivka_2020s,Ukraine,51.2
Andriy Boyko,andriy boyko,Kolos Kovalivka,kolos kovalivka,2020s,Defender - Right-Back,1200856,48332,48332_kolos_kovalivka_2020s,Ukraine,51.2
Maksym Maksymenko,maksym maksymenko,Kolos Kovalivka,kolos kovalivka,2020s,Defender - Centre-Back,114398,48332,48332_kolos_kovalivka_2020s,Ukraine,45.4
Yuriy Klymchuk,yuriy klymchuk,Rukh Lviv,rukh lviv,2020s,Attack - Centre-Forward,501612,48726,48726_rukh_lviv_2020s,Ukraine,90.7
Ilya Kvasnytsya,ilya kvasnytsya,Rukh Lviv,rukh lviv,2020s,Attack - Right Winger,936825,48726,48726_rukh_lviv_2020s,Ukraine,87.2
Talles Brener,talles brener,Rukh Lviv,rukh lviv,2020s,Midfield - Attacking Midfield,740732,48726,48726_rukh_lviv_2020s,Brazil,86
Yaroslav Karabin,yaroslav karabin,Rukh Lviv,rukh lviv,2020s,Attack - Centre-Forward,789583,48726,48726_rukh_lviv_2020s,Ukraine,85.9
Ostap Prytula,ostap prytula,Rukh Lviv,rukh lviv,2020s,Midfield - Attacking Midfield,620368,48726,48726_rukh_lviv_2020s,Ukraine,81.4
Vasyl Runich,vasyl runich,Rukh Lviv,rukh lviv,2020s,Attack - Left Winger,748940,48726,48726_rukh_lviv_2020s,Ukraine,81.2
Bogdan Boychuk,bogdan boychuk,Rukh Lviv,rukh lviv,2020s,Attack - Right Winger,337198,48726,48726_rukh_lviv_2020s,Ukraine,77.4
Andriy Boryachuk,andriy boryachuk,Rukh Lviv,rukh lviv,2020s,Attack - Centre-Forward,203854,48726,48726_rukh_lviv_2020s,Ukraine,77.3
Oleksiy Sych,oleksiy sych,Rukh Lviv,rukh lviv,2020s,Defender - Right-Back,748939,48726,48726_rukh_lviv_2020s,Ukraine,77.3
Valeriy Fedorchuk,valeriy fedorchuk,Rukh Lviv,rukh lviv,2020s,Midfield - Central Midfield,82599,48726,48726_rukh_lviv_2020s,Ukraine,75.8
Maryan Mysyk,maryan mysyk,Rukh Lviv,rukh lviv,2020s,Midfield - Left Midfield,316945,48726,48726_rukh_lviv_2020s,Ukraine,75.3
Daniil Kondrakov,daniil kondrakov,Rukh Lviv,rukh lviv,2020s,Attack - Centre-Forward,540186,48726,48726_rukh_lviv_2020s,Russia  Ukraine,75.3
Marko Sapuga,marko sapuga,Rukh Lviv,rukh lviv,2020s,Midfield - Defensive Midfield,892049,48726,48726_rukh_lviv_2020s,Ukraine,74.8
Ange-Freddy Plumain,ange freddy plumain,Rukh Lviv,rukh lviv,2020s,Attack - Left Winger,182912,48726,48726_rukh_lviv_2020s,Guadeloupe  France,74.6
Bogdan Slyubyk,bogdan slyubyk,Rukh Lviv,rukh lviv,2020s,Defender - Centre-Back,717199,48726,48726_rukh_lviv_2020s,Ukraine,74.6
Igor Krasnopir,igor krasnopir,Rukh Lviv,rukh lviv,2020s,Attack - Centre-Forward,1045187,48726,48726_rukh_lviv_2020s,Ukraine,74.6
Rostyslav Lyakh,rostyslav lyakh,Rukh Lviv,rukh lviv,2020s,Defender - Left-Back,533537,48726,48726_rukh_lviv_2020s,Ukraine,73.8
Viv Solomon-Otabor,viv solomon otabor,Rukh Lviv,rukh lviv,2020s,Attack - Right Winger,391127,48726,48726_rukh_lviv_2020s,Nigeria  England,73.2
Denys Slyusar,denys slyusar,Rukh Lviv,rukh lviv,2020s,Defender - Centre-Back,774552,48726,48726_rukh_lviv_2020s,Ukraine,71.1
Oleg Fedor,oleg fedor,Rukh Lviv,rukh lviv,2020s,Midfield - Central Midfield,773961,48726,48726_rukh_lviv_2020s,Ukraine,70.7
Rostyslav Rusyn,rostyslav rusyn,Rukh Lviv,rukh lviv,2020s,Attack - Right Winger,289487,48726,48726_rukh_lviv_2020s,Ukraine,70.2
Edson Fernando,edson fernando,Rukh Lviv,rukh lviv,2020s,Midfield - Defensive Midfield,686332,48726,48726_rukh_lviv_2020s,Brazil,69.6
Oleksandr Bandura,oleksandr bandura,Rukh Lviv,rukh lviv,2020s,Goalkeeper,85969,48726,48726_rukh_lviv_2020s,Ukraine,69.1
Yuriy-Volodymyr Gereta,yuriy volodymyr gereta,Rukh Lviv,rukh lviv,2020s,Goalkeeper,717394,48726,48726_rukh_lviv_2020s,Ukraine,69.1
Roman Karasyuk,roman karasyuk,Rukh Lviv,rukh lviv,2020s,Midfield - Defensive Midfield,91527,48726,48726_rukh_lviv_2020s,Ukraine,67
Fabricio Alvarenga,fabricio alvarenga,Rukh Lviv,rukh lviv,2020s,Attack - Right Winger,381430,48726,48726_rukh_lviv_2020s,Argentina,67
Maksym Bilyi,maksym bilyi,Rukh Lviv,rukh lviv,2020s,Defender - Centre-Back,107803,48726,48726_rukh_lviv_2020s,Ukraine,66.3
Mykola Kukharevych,mykola kukharevych,Rukh Lviv,rukh lviv,2020s,Attack - Centre-Forward,730126,48726,48726_rukh_lviv_2020s,Ukraine,66.3
Klayver,klayver,Rukh Lviv,rukh lviv,2020s,Attack - Left Winger,1041334,48726,48726_rukh_lviv_2020s,Brazil,66.3
Andriy Kukharuk,andriy kukharuk,Rukh Lviv,rukh lviv,2020s,Midfield - Central Midfield,365195,48726,48726_rukh_lviv_2020s,Ukraine,64.6
Yaroslav Martynyuk,yaroslav martynyuk,Rukh Lviv,rukh lviv,2020s,Midfield - Central Midfield,58072,48726,48726_rukh_lviv_2020s,Ukraine,63.6
Yuriy Kopyna,yuriy kopyna,Rukh Lviv,rukh lviv,2020s,Defender - Right-Back,432658,48726,48726_rukh_lviv_2020s,Ukraine,63.6
Igor Boychuk,igor boychuk,Rukh Lviv,rukh lviv,2020s,Defender - Left-Back,427668,48726,48726_rukh_lviv_2020s,Ukraine,61.9
Oleg Gorin,oleg gorin,Rukh Lviv,rukh lviv,2020s,Defender - Centre-Back,539738,48726,48726_rukh_lviv_2020s,Ukraine,61.9
Artur Ryabov,artur ryabov,Rukh Lviv,rukh lviv,2020s,Midfield - Central Midfield,633850,48726,48726_rukh_lviv_2020s,Ukraine,61.9
Roman Mysak,roman mysak,Rukh Lviv,rukh lviv,2020s,Goalkeeper,117481,48726,48726_rukh_lviv_2020s,Ukraine,60.4
Pavlo Orikhovskyi,pavlo orikhovskyi,Rukh Lviv,rukh lviv,2020s,Midfield - Central Midfield,248936,48726,48726_rukh_lviv_2020s,Ukraine,60.4
Orest Kuzyk,orest kuzyk,Rukh Lviv,rukh lviv,2020s,Attack - Left Winger,353252,48726,48726_rukh_lviv_2020s,Ukraine,60.4
Milos Stamenkovic,milos stamenkovic,Rukh Lviv,rukh lviv,2020s,Defender - Centre-Back,146725,48726,48726_rukh_lviv_2020s,Serbia,58.6
Oleg Veremiyenko,oleg veremiyenko,Rukh Lviv,rukh lviv,2020s,Defender - Centre-Back,497222,48726,48726_rukh_lviv_2020s,Ukraine,58.6
Kostyantyn Kvas,kostyantyn kvas,Rukh Lviv,rukh lviv,2020s,Midfield - Attacking Midfield,1059634,48726,48726_rukh_lviv_2020s,Ukraine,58.6
Roman Gagun,roman gagun,Rukh Lviv,rukh lviv,2020s,Defender - Right-Back,522327,48726,48726_rukh_lviv_2020s,Ukraine,57.1
Ragnar Sigurdsson,ragnar sigurdsson,Rukh Lviv,rukh lviv,2020s,Defender - Centre-Back,46478,48726,48726_rukh_lviv_2020s,Iceland,51.2
Volodymyr Zastavnyi,volodymyr zastavnyi,Rukh Lviv,rukh lviv,2020s,Defender - Right-Back,162783,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Igor Duts,igor duts,Rukh Lviv,rukh lviv,2020s,Defender - Centre-Back,176409,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Svyatoslav Kozlovskyi,svyatoslav kozlovskyi,Rukh Lviv,rukh lviv,2020s,Attack - Right Winger,206889,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Erik Gliha,erik gliha,Rukh Lviv,rukh lviv,2020s,Defender - Left-Back,284608,48726,48726_rukh_lviv_2020s,Slovenia,51.2
Ivan Brikner,ivan brikner,Rukh Lviv,rukh lviv,2020s,Midfield - Central Midfield,295613,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Ivan Kalyuzhnyi,ivan kalyuzhnyi,Rukh Lviv,rukh lviv,2020s,Midfield - Central Midfield,343151,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Bright Enobakhare,bright enobakhare,Rukh Lviv,rukh lviv,2020s,Attack - Centre-Forward,345772,48726,48726_rukh_lviv_2020s,Nigeria  England,51.2
Oleg Synytsya,oleg synytsya,Rukh Lviv,rukh lviv,2020s,Attack - Right Winger,349107,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Ernest Antwi,ernest antwi,Rukh Lviv,rukh lviv,2020s,Attack - Left Winger,359678,48726,48726_rukh_lviv_2020s,Ghana,51.2
Viktor Babichyn,viktor babichyn,Rukh Lviv,rukh lviv,2020s,Goalkeeper,418887,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Petro Kharzhevskyi,petro kharzhevskyi,Rukh Lviv,rukh lviv,2020s,Defender - Right-Back,419117,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Bobur Abdikholikov,bobur abdikholikov,Rukh Lviv,rukh lviv,2020s,Attack - Centre-Forward,431912,48726,48726_rukh_lviv_2020s,Uzbekistan,51.2
David Zec,david zec,Rukh Lviv,rukh lviv,2020s,Defender - Centre-Back,469709,48726,48726_rukh_lviv_2020s,Slovenia,51.2
Volodymyr Rudyuk,volodymyr rudyuk,Rukh Lviv,rukh lviv,2020s,Midfield - Central Midfield,470832,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Taras Sakiv,taras sakiv,Rukh Lviv,rukh lviv,2020s,Defender - Left-Back,498899,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Bogdan Orynchak,bogdan orynchak,Rukh Lviv,rukh lviv,2020s,Attack - Right Winger,522577,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Ivan Lytvynenko,ivan lytvynenko,Rukh Lviv,rukh lviv,2020s,Midfield - Defensive Midfield,606743,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Vladyslav Semotyuk,vladyslav semotyuk,Rukh Lviv,rukh lviv,2020s,Midfield - Central Midfield,625144,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Osaze De Rosario,osaze de rosario,Rukh Lviv,rukh lviv,2020s,Attack - Centre-Forward,657324,48726,48726_rukh_lviv_2020s,Guyana  Canada,51.2
Vladyslav Pogorilyi,vladyslav pogorilyi,Rukh Lviv,rukh lviv,2020s,Attack - Centre-Forward,718409,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Glib Savchuk,glib savchuk,Rukh Lviv,rukh lviv,2020s,Defender - Right-Back,726013,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Yuriy Tlumak,yuriy tlumak,Rukh Lviv,rukh lviv,2020s,Midfield - Central Midfield,748838,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Ivan Varfolomeev,ivan varfolomeev,Rukh Lviv,rukh lviv,2020s,Midfield - Defensive Midfield,779244,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Artur Remenyak,artur remenyak,Rukh Lviv,rukh lviv,2020s,Attack - Right Winger,821535,48726,48726_rukh_lviv_2020s,Ukraine,51.2
Vadym Paramonov,vadym paramonov,Rukh Lviv,rukh lviv,2020s,Defender - Centre-Back,312799,48726,48726_rukh_lviv_2020s,Ukraine,45.4
Oleksandr Kozak,oleksandr kozak,Ingulets Petrove,ingulets petrove,2020s,Attack - Left Winger,375180,49364,49364_ingulets_petrove_2020s,Ukraine,81.8
Mladen Bartulovic,mladen bartulovic,Ingulets Petrove,ingulets petrove,2020s,Midfield - Left Midfield,28179,49364,49364_ingulets_petrove_2020s,Croatia,78
Nika Sichinava,nika sichinava,Ingulets Petrove,ingulets petrove,2020s,Attack - Centre-Forward,241700,49364,49364_ingulets_petrove_2020s,Georgia,77.7
Artem Sitalo,artem sitalo,Ingulets Petrove,ingulets petrove,2020s,Attack - Centre-Forward,320247,49364,49364_ingulets_petrove_2020s,Ukraine,75.8
Maksym Kovalyov,maksym kovalyov,Ingulets Petrove,ingulets petrove,2020s,Defender - Centre-Back,58402,49364,49364_ingulets_petrove_2020s,Ukraine,74.6
Oleksiy Palamarchuk,oleksiy palamarchuk,Ingulets Petrove,ingulets petrove,2020s,Goalkeeper,58939,49364,49364_ingulets_petrove_2020s,Ukraine  Moldova,73.8
Yevgen Zaporozhets,yevgen zaporozhets,Ingulets Petrove,ingulets petrove,2020s,Midfield - Central Midfield,380554,49364,49364_ingulets_petrove_2020s,Ukraine,73.8
Vladyslav Klymenko,vladyslav klymenko,Ingulets Petrove,ingulets petrove,2020s,Midfield - Central Midfield,321146,49364,49364_ingulets_petrove_2020s,Ukraine,71.9
Artem Smolyakov,artem smolyakov,Ingulets Petrove,ingulets petrove,2020s,Defender - Left-Back,962090,49364,49364_ingulets_petrove_2020s,Ukraine,71.3
Mykhaylo Plokhotnyuk,mykhaylo plokhotnyuk,Ingulets Petrove,ingulets petrove,2020s,Attack - Centre-Forward,515669,49364,49364_ingulets_petrove_2020s,Ukraine,69.6
Volodymyr Odaryuk,volodymyr odaryuk,Ingulets Petrove,ingulets petrove,2020s,Attack - Right Winger,395069,49364,49364_ingulets_petrove_2020s,Ukraine,69.1
Denis Yanakov,denis yanakov,Ingulets Petrove,ingulets petrove,2020s,Attack - Left Winger,404851,49364,49364_ingulets_petrove_2020s,Ukraine,69.1
Volodymyr Vilivald,volodymyr vilivald,Ingulets Petrove,ingulets petrove,2020s,Defender - Centre-Back,1140013,49364,49364_ingulets_petrove_2020s,Ukraine,68.6
Pavlo Polegenko,pavlo polegenko,Ingulets Petrove,ingulets petrove,2020s,Defender - Right-Back,216579,49364,49364_ingulets_petrove_2020s,Ukraine,67.9
Maksym Melnychuk,maksym melnychuk,Ingulets Petrove,ingulets petrove,2020s,Defender - Left-Back,461666,49364,49364_ingulets_petrove_2020s,Ukraine,67.9
Volodymyr Bilotserkovets,volodymyr bilotserkovets,Ingulets Petrove,ingulets petrove,2020s,Attack - Right Winger,755175,49364,49364_ingulets_petrove_2020s,Ukraine,67.9
Dmytro Pospelov,dmytro pospelov,Ingulets Petrove,ingulets petrove,2020s,Defender - Centre-Back,108866,49364,49364_ingulets_petrove_2020s,Ukraine,67.4
Maksym Marusych,maksym marusych,Ingulets Petrove,ingulets petrove,2020s,Attack - Centre-Forward,325386,49364,49364_ingulets_petrove_2020s,Ukraine,66.3
Ilya Shevtsov,ilya shevtsov,Ingulets Petrove,ingulets petrove,2020s,Attack - Centre-Forward,383198,49364,49364_ingulets_petrove_2020s,Ukraine,66.3
Artem Malysh,artem malysh,Ingulets Petrove,ingulets petrove,2020s,Goalkeeper,461653,49364,49364_ingulets_petrove_2020s,Ukraine,64.1
Yevgen Opanasenko,yevgen opanasenko,Ingulets Petrove,ingulets petrove,2020s,Defender - Right-Back,86931,49364,49364_ingulets_petrove_2020s,Ukraine,63.6
Oleksandr Kucherenko,oleksandr kucherenko,Ingulets Petrove,ingulets petrove,2020s,Midfield - Defensive Midfield,358956,49364,49364_ingulets_petrove_2020s,Ukraine  Moldova,63.6
Yuriy Kozyrenko,yuriy kozyrenko,Ingulets Petrove,ingulets petrove,2020s,Attack - Right Winger,429157,49364,49364_ingulets_petrove_2020s,Ukraine,63.6
Ivan Golovkin,ivan golovkin,Ingulets Petrove,ingulets petrove,2020s,Midfield - Attacking Midfield,581405,49364,49364_ingulets_petrove_2020s,Ukraine,63.6
Vladyslav Sydorenko,vladyslav sydorenko,Ingulets Petrove,ingulets petrove,2020s,Defender - Right-Back,583354,49364,49364_ingulets_petrove_2020s,Ukraine,63.6
Andriy Korobenko,andriy korobenko,Ingulets Petrove,ingulets petrove,2020s,Midfield - Defensive Midfield,347804,49364,49364_ingulets_petrove_2020s,Ukraine,62.9
Danylo Kravchuk,danylo kravchuk,Ingulets Petrove,ingulets petrove,2020s,Attack - Centre-Forward,751363,49364,49364_ingulets_petrove_2020s,Ukraine,61.9
Denys Vasin,denys vasin,Ingulets Petrove,ingulets petrove,2020s,Attack - Right Winger,49030,49364,49364_ingulets_petrove_2020s,Ukraine,60.4
Yaroslav Bogunov,yaroslav bogunov,Ingulets Petrove,ingulets petrove,2020s,Attack - Left Winger,214448,49364,49364_ingulets_petrove_2020s,Ukraine,60.4
Dmytro Fateev,dmytro fateev,Ingulets Petrove,ingulets petrove,2020s,Defender - Right-Back,271635,49364,49364_ingulets_petrove_2020s,Ukraine,60.4
Taras Sakiv,taras sakiv,Ingulets Petrove,ingulets petrove,2020s,Defender - Left-Back,498899,49364,49364_ingulets_petrove_2020s,Ukraine,60.4
Viktor Bliznichenko,viktor bliznichenko,Ingulets Petrove,ingulets petrove,2020s,Attack - Left Winger,669305,49364,49364_ingulets_petrove_2020s,Ukraine,60.4
Yevgen Galchuk,yevgen galchuk,Ingulets Petrove,ingulets petrove,2020s,Goalkeeper,59022,49364,49364_ingulets_petrove_2020s,Ukraine,58.6
Oleg Bilyk,oleg bilyk,Ingulets Petrove,ingulets petrove,2020s,Goalkeeper,449084,49364,49364_ingulets_petrove_2020s,Ukraine,58.6
Denys Rezepov,denys rezepov,Ingulets Petrove,ingulets petrove,2020s,Attack - Centre-Forward,808973,49364,49364_ingulets_petrove_2020s,Ukraine,58.6
Vitaliy Pavlov,vitaliy pavlov,Ingulets Petrove,ingulets petrove,2020s,Defender - Centre-Back,59115,49364,49364_ingulets_petrove_2020s,Ukraine,57.5
Dmitriy Nagiyev,dmitriy nagiyev,Ingulets Petrove,ingulets petrove,2020s,Defender - Right-Back,288857,49364,49364_ingulets_petrove_2020s,Azerbaijan  Ukraine,57.5
Roman Pidkivka,roman pidkivka,Ingulets Petrove,ingulets petrove,2020s,Goalkeeper,278917,49364,49364_ingulets_petrove_2020s,Ukraine,57.1
Danylo Kucher,danylo kucher,Ingulets Petrove,ingulets petrove,2020s,Goalkeeper,427341,49364,49364_ingulets_petrove_2020s,Ukraine,57.1
Igor Chaykovskyi,igor chaykovskyi,Ingulets Petrove,ingulets petrove,2020s,Midfield - Defensive Midfield,94923,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Mykhaylo Shyshka,mykhaylo shyshka,Ingulets Petrove,ingulets petrove,2020s,Midfield - Defensive Midfield,168041,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Andriy Bliznichenko,andriy bliznichenko,Ingulets Petrove,ingulets petrove,2020s,Attack - Right Winger,177818,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Sergiy Chenbay,sergiy chenbay,Ingulets Petrove,ingulets petrove,2020s,Defender - Centre-Back,226014,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Maryan Mysyk,maryan mysyk,Ingulets Petrove,ingulets petrove,2020s,Midfield - Left Midfield,316945,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Dmitri Mandricenco,dmitri mandricenco,Ingulets Petrove,ingulets petrove,2020s,Midfield - Attacking Midfield,351616,49364,49364_ingulets_petrove_2020s,Moldova  Ukraine,51.2
Sergiy Petko,sergiy petko,Ingulets Petrove,ingulets petrove,2020s,Midfield - Defensive Midfield,353584,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Andriy Kukharuk,andriy kukharuk,Ingulets Petrove,ingulets petrove,2020s,Midfield - Central Midfield,365195,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Mykhaylo Shershen,mykhaylo shershen,Ingulets Petrove,ingulets petrove,2020s,Defender - Centre-Back,385416,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Andriy Yakymiv,andriy yakymiv,Ingulets Petrove,ingulets petrove,2020s,Defender - Centre-Back,521841,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Ilya Gadzhuk,ilya gadzhuk,Ingulets Petrove,ingulets petrove,2020s,Midfield - Central Midfield,771911,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Oleg Osypenko,oleg osypenko,Ingulets Petrove,ingulets petrove,2020s,Midfield - Left Midfield,817885,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Anton Zhylkin,anton zhylkin,Ingulets Petrove,ingulets petrove,2020s,Goalkeeper,924466,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Kyrylo Arkhypchuk,kyrylo arkhypchuk,Ingulets Petrove,ingulets petrove,2020s,Goalkeeper,926273,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Mykola Yarosh,mykola yarosh,Ingulets Petrove,ingulets petrove,2020s,Goalkeeper,936939,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Vitaliy Katrych,vitaliy katrych,Ingulets Petrove,ingulets petrove,2020s,Defender - Left-Back,1065123,49364,49364_ingulets_petrove_2020s,Ukraine,51.2
Oleksandr Dykhtyaruk,oleksandr dykhtyaruk,Ingulets Petrove,ingulets petrove,2020s,Defender - Centre-Back,928288,49364,49364_ingulets_petrove_2020s,Ukraine,45.1
Oleksiy Gutsulyak,oleksiy gutsulyak,Polissya Zhytomyr,polissya zhytomyr,2020s,Attack - Right Winger,296366,53646,53646_polissya_zhytomyr_2020s,Ukraine,83.5
Borys Krushynskyi,borys krushynskyi,Polissya Zhytomyr,polissya zhytomyr,2020s,Midfield - Defensive Midfield,844373,53646,53646_polissya_zhytomyr_2020s,Ukraine,79.3
Artem Kozak,artem kozak,Polissya Zhytomyr,polissya zhytomyr,2020s,Midfield - Right Midfield,396530,53646,53646_polissya_zhytomyr_2020s,Ukraine,77
Béni Makouana,beni makouana,Polissya Zhytomyr,polissya zhytomyr,2020s,Attack - Left Winger,624920,53646,53646_polissya_zhytomyr_2020s,Congo,75.8
Emil Mustafayev,emil mustafayev,Polissya Zhytomyr,polissya zhytomyr,2020s,Midfield - Attacking Midfield,892054,53646,53646_polissya_zhytomyr_2020s,Azerbaijan  Ukraine,75.6
Talles Costa,talles costa,Polissya Zhytomyr,polissya zhytomyr,2020s,Midfield - Central Midfield,627222,53646,53646_polissya_zhytomyr_2020s,Brazil,73.5
Bogdan Kushnirenko,bogdan kushnirenko,Polissya Zhytomyr,polissya zhytomyr,2020s,Midfield - Defensive Midfield,428603,53646,53646_polissya_zhytomyr_2020s,Ukraine,72.8
Bogdan Mykhaylichenko,bogdan mykhaylichenko,Polissya Zhytomyr,polissya zhytomyr,2020s,Defender - Left-Back,294730,53646,53646_polissya_zhytomyr_2020s,Ukraine,72.2
Pylyp Budkivskyi,pylyp budkivskyi,Polissya Zhytomyr,polissya zhytomyr,2020s,Attack - Centre-Forward,99863,53646,53646_polissya_zhytomyr_2020s,Ukraine,71.5
Oleg Kudryk,oleg kudryk,Polissya Zhytomyr,polissya zhytomyr,2020s,Goalkeeper,341485,53646,53646_polissya_zhytomyr_2020s,Ukraine,71.3
Sergiy Chobotenko,sergiy chobotenko,Polissya Zhytomyr,polissya zhytomyr,2020s,Defender - Centre-Back,245021,53646,53646_polissya_zhytomyr_2020s,Ukraine,70.5
Vyacheslav Tankovskyi,vyacheslav tankovskyi,Polissya Zhytomyr,polissya zhytomyr,2020s,Midfield - Central Midfield,213980,53646,53646_polissya_zhytomyr_2020s,Ukraine,70.2
Dmytro Shastal,dmytro shastal,Polissya Zhytomyr,polissya zhytomyr,2020s,Attack - Right Winger,359796,53646,53646_polissya_zhytomyr_2020s,Ukraine,70.2
Artem Smolyakov,artem smolyakov,Polissya Zhytomyr,polissya zhytomyr,2020s,Defender - Left-Back,962090,53646,53646_polissya_zhytomyr_2020s,Ukraine,70.2
Lucas Taylor,lucas taylor,Polissya Zhytomyr,polissya zhytomyr,2020s,Defender - Right-Back,387928,53646,53646_polissya_zhytomyr_2020s,Brazil,69.1
Vasyl Grytsuk,vasyl grytsuk,Polissya Zhytomyr,polissya zhytomyr,2020s,Midfield - Attacking Midfield,59047,53646,53646_polissya_zhytomyr_2020s,Ukraine,68.6
Yevgen Volynets,yevgen volynets,Polissya Zhytomyr,polissya zhytomyr,2020s,Goalkeeper,166581,53646,53646_polissya_zhytomyr_2020s,Ukraine,68.2
Eduard Sarapiy,eduard sarapiy,Polissya Zhytomyr,polissya zhytomyr,2020s,Defender - Centre-Back,678778,53646,53646_polissya_zhytomyr_2020s,Ukraine,67.9
Arielson,arielson,Polissya Zhytomyr,polissya zhytomyr,2020s,Attack - Centre-Forward,1084065,53646,53646_polissya_zhytomyr_2020s,Brazil,67.9
Ruslan Babenko,ruslan babenko,Polissya Zhytomyr,polissya zhytomyr,2020s,Midfield - Central Midfield,94928,53646,53646_polissya_zhytomyr_2020s,Ukraine,67
Denys Boyko,denys boyko,Polissya Zhytomyr,polissya zhytomyr,2020s,Goalkeeper,91931,53646,53646_polissya_zhytomyr_2020s,Ukraine,66.7
Cauã Paixão,caua paixao,Polissya Zhytomyr,polissya zhytomyr,2020s,Attack - Centre-Forward,1083960,53646,53646_polissya_zhytomyr_2020s,Brazil,65.5
Bogdan Lednev,bogdan lednev,Polissya Zhytomyr,polissya zhytomyr,2020s,Midfield - Attacking Midfield,423606,53646,53646_polissya_zhytomyr_2020s,Ukraine,64.6
Admir Bristric,admir bristric,Polissya Zhytomyr,polissya zhytomyr,2020s,Attack - Centre-Forward,678606,53646,53646_polissya_zhytomyr_2020s,Bosnia-Herzegovina,64.6
Mykyta Kravchenko,mykyta kravchenko,Polissya Zhytomyr,polissya zhytomyr,2020s,Defender - Right-Back,370399,53646,53646_polissya_zhytomyr_2020s,Ukraine,63.6
André Gonçalves,andre goncalves,Polissya Zhytomyr,polissya zhytomyr,2020s,Attack - Left Winger,548993,53646,53646_polissya_zhytomyr_2020s,Portugal,63.6
Denis Yanakov,denis yanakov,Polissya Zhytomyr,polissya zhytomyr,2020s,Attack - Left Winger,404851,53646,53646_polissya_zhytomyr_2020s,Ukraine,61.9
Denys Ndukve,denys ndukve,Polissya Zhytomyr,polissya zhytomyr,2020s,Attack - Centre-Forward,808971,53646,53646_polissya_zhytomyr_2020s,Ukraine,61.9
Yassin Fortuné,yassin fortune,Polissya Zhytomyr,polissya zhytomyr,2020s,Attack - Centre-Forward,342878,53646,53646_polissya_zhytomyr_2020s,Haiti  France,60.4
Danylo Beskorovaynyi,danylo beskorovaynyi,Polissya Zhytomyr,polissya zhytomyr,2020s,Defender - Centre-Back,523907,53646,53646_polissya_zhytomyr_2020s,Ukraine,58.6
